id,name,description,price,manufacturer,group_id,original_id
1349,Canon PG-40 Black Ink Cartridge Twin Pack - PG40TBK,"Canon PG-40 Black Ink Cartridge Twin Pack - PG40TBK/ Compatible With Canon FAX-JX200, PIXMA iP1600, PIXMA iP1700, PIXMA iP6000D, PIXMA MP150, PIXMA MP160, PIXMA MP170, PIXMA MP180, PIXMA MP450, PIXMA MP460/ Black Ink",,,667,34791
1350,Canon PG-40 Twin Pack Black Ink Cartridge - 0615B013,Black,,Canon,667,204736197
1351,Canon PG-40 Black Ink Cartridge - PG-40-BK-TWIN,Black,$41.46,Canon,667,203185276
1352,Sony DSLR-A350 Digital Camera And 18-70mm Zoom Lens - DSLRA350K,Sony DSLR-A350 Digital Camera And 18-70mm Zoom Lens - DSLRA350K/ 14.2 Megapixel/ Tiltable 2.7 Clear Photo LCD Plus Screen/ Smart Teleconverter 2X Zoom/ Bionz Image Processor/ Super SteadyShot In-Camera Image Stabilization/ Anti-Dust Technology/ Eye-Start Autofocus System/ Auto Pop-Up Flash/ Black Finish,,,668,34824
1353,Sony alpha DSLR-A350K Digital SLR Camera with 18-70mm Zoom Lens - Black - DSLRA350K,14.2 Megapixel - 3.9x Optical Zoom - 2.7' Active Matrix TFT Color LCD,$686.24,Sony,668,207390710
1354,Speck SeeThru Clear Hard Shell Case For MacBook Air - MBACLRSEE,Speck SeeThru Clear Hard Shell Case For MacBook Air - MBACLRSEE/ Thin And Sleek Protective Case/ Access To All Ports/ 2-Piece Snap On/ Clear Finish,,,669,34829
1355,Speck Products SeeThru Case for Apple MacBook Air - MBA-CLR-SEE,Plastic - Clear,,Speck Products,669,207682340
1356,Speck Products SeeThru Case for Apple MacBook Air - MBA-PNK-SEE,Plastic - Pink,,Speck Products,670,207682339
1357,Speck SeeThru Pink Hard Shell Case For MacBook Air - MBAPNKSEE,Speck SeeThru Pink Hard Shell Case For MacBook Air - MBAPNKSEE/ Thin And Sleek Protective Case/ Access To All Ports/ 2-Piece Snap On/ Pink Finish,,,670,34831
1358,Sony Picture Station Digital Photo Printer - DPPFP95,"Sony Picture Station Digital Photo Printer - DPPFP95/ HDMI Output/ Lab-Quality Prints In 45 Seconds/ One-Button Auto Touch-Up/ Compatible With Memory Stick, SD, Compact Flash, And xD Card/ White Finish",,,671,34836
1359,Sony Picture Station Digital Photo Printer - DPPFP95,,,Sony,671,208653775
1360,LG Stainless Steel Freestanding Electric Range - LRE30453SS,LG Stainless Steel Freestanding Electric Range - LRE30453SS/ 5.6 Cu. Ft. Capacity/ Touch Controls/ EvenJet Convection System/ Wideview Window/ 5 Cooktop Elements With Warming Zone/ Auto Recipe Conversion/ Self-Cleaning/ GoCook Smart Oven Light/ Storage Drawer/ Stainless Steel Finish,,,672,34848
1361,LG 5.6 cu.ft. Freestanding Electric Range,,,LG Electronics,672,208117930
1362,Sony 19' BRAVIA M-Series Silver LCD Flat Panel HDTV - KDL19M4000S,Sony 19' BRAVIA M-Series Silver LCD Flat Panel HDTV - KDL19M4000S/ 720p Resolution (1440x900)/ Up To 1080/60p Input Capable Via HDMI/ MPEG Noise Reduction/ 3D Comb Filter/ ATSC/NTSC Tuner With QAM/ VESA Hole Spacing Compatible/ CineMotion Reverse 3:2 Pulldown Technology/ Silver Finish,,,673,34854
1363,Sony BRAVIA M Series KDL-19M4000 19' LCD TV - kdl19m4000s,"19' - ATSC, NTSC - 16:9 - 1440 x 900 - Dolby - HDTV - 1080i, 1080p",$379.72,Sony,673,209297157
1364,Sony BRAVIA M Series KDL-26M4000 26' LCD TV - KDL26M4000,"26' - ATSC, NTSC - 16:9 - 1366 x 768 - HDTV",$538.72,Sony,674,208294698
1365,Sony 26' BRAVIA M-Series Black LCD Flat Panel HDTV - KDL26M4000,"Sony 26' BRAVIA M-Series Black LCD Flat Panel HDTV - KDL26M4000/ 1366 x 768p Resolution/ Advanced Contrast Enhancer Circuit (ACE)/ BRAVIA Engine Fully Digital Video Processor/ ATSC/NTSC Tuner With QAM/ 9,000:1 Dynamic Contrast Ratio/ 3D Comb Filter/ Black Finish",,,674,34858
1366,LG LDC22720ST 22 Cu. Ft. Smooth White Bottom Freezer Refrigerator - LDC22720SS,LG LDC22720ST 22 Cu. Ft. Stainless Steel Bottom Freezer Refrigerator - LDC22720SS/ 4 Split Tempered Glass Shelves/ Upfront Digital Temperature Controls/ 2 Clear Humidity Controlled Crispers/ Multi-Air Flow Cooling/ IcePlus Accelerated Freezing Function/ LoDecibel Quiet Operation/ BioShield Anti-Bacterial Door Seal/ Freezer Drawer/ Stainless Steel Finish,,,675,34860
1367,LG 22 Cu.Ft. Total Capacity,,,LG Electronics,675,208114664
1368,Sony BRAVIA S Series KDL-46S4100 46' LCD TV - KDL46S4100,"46' - ATSC, NTSC - 16:9 - 1920 x 1080 - HDTV","$1,188.65",Sony,676,208294717
1369,Sony 46' BRAVIA S-Series Black LCD Flat Panel HDTV - KDL46S4100,"Sony 46' BRAVIA S-Series Black LCD Flat Panel HDTV - KDL46S4100/ 1920 x 1080 Full HD Resolution/ 24p True Cinema/ ATSCTM/NTSC Tuner With QAM/ 2,500:1 Contrast Ratio/ CineMotion Reverse 3:2 Pulldown Technology/ 3D Comb Filter/ MPEG Noise Reduction/ Black Finish",,,676,34864
1370,TomTom ONE 130S Car GPS Navigation System - 1EE005202,TomTom ONE 130S Car GPS Navigation System - 1EE005202/ 3.5' LCD Anti-Glare Touch Screen/ Pre-Installed Maps/ Internal Lithium-Ion Battery/ Car Speed Linked Volume/ Automatic Day/Night Mode/ QuickGPSfix/ Text-To-Speech Included,$246.95,,677,34878
1371,TomTom ONE 130 S Portable GPS System w/ Preloaded Maps - 1EE0.052.02,,,Tom Tom,677,207895085
1372,TomTom XL 330 Portable GPS System w/ Preloaded Maps - 1EG0.052.00,,,Tom Tom,678,207929461
1373,TomTom ONE XL 330 Car GPS Navigation System - 1EG005200,TomTom ONE XL 330 Car GPS Navigation System - 1EG005200/ 4.3' LCD Anti-Glare Touch Screen/ Pre-Installed Maps/ Internal Lithium-Ion Battery/ Car Speed Linked Volume/ Automatic Day/Night Mode/ QuickGPSfix,$246.95,,678,34880
1374,Sony 32' BRAVIA L-Series Black LCD Flat Panel HDTV - KDL32L4000,"Sony 32' BRAVIA L-Series Black LCD Flat Panel HDTV - KDL32L4000/ 1366 x 768 Resolution/ Up To 1080/60p Input Capable Via HDMI/ ATSC/NTSC Tuner With QAM/ 2,000:1 Contrast Ratio/ CineMotion Reverse 3:2 Pulldown Technology/ 3D Digital Comb Filter/ VESA Hole Spacing Compatible/ Black Finish",,,679,34881
1375,Sony BRAVIA KDL-32L4000 32' LCD TV - KDL32L4000,"32' - ATSC, NTSC - 16:9 - 1366 x 768 - HDTV",$597.72,Sony,679,208294718
1376,TomTom XL 330 S Portable GPS Sysytem - Text to Speech - 4.3' Touchscreen - 1EG0.052.01,,,"TOMTOM, INC.",680,208893644
1377,TomTom ONE XL 330S Car GPS Navigation System - 1EG005201,TomTom ONE XL 330S Car GPS Navigation System - 1EG005201/ 4.3' LCD Anti-Glare Touch Screen/ Pre-Installed Maps/ Internal Lithium-Ion Battery/ Car Speed Linked Volume/ Automatic Day/Night Mode/ QuickGPSfix/ Text-To-Speech Included,$296.95,,680,34883
1378,Sony BRAVIA W Series KDL-46W4100 46' LCD TV - KDL46W4100,"46' - ATSC, NTSC - 16:9 - 1920 x 1080 - HDTV","$1,399.99",Sony,681,208504340
1379,Sony 46' BRAVIA W-Series Black LCD Flat Panel HDTV - KDL46W4100,"Sony 46' BRAVIA W-Series Black LCD Flat Panel HDTV - KDL46W4100/ 1920 x 1080 Full HD Resolution/ DMex/ Motionflow 120Hz Technology/ Advanced Contrast Enhancer (ACE)/ BRAVIA Sync Technology/ 24p True Cinema/ 30,000:1 Dynamic Contrast Ratio/ 3D Comb Filter/ CineMotion Reverse 3:2 Pulldown Technology/ Silver With Black Finish",,,681,34894
1380,Sony BRAVIA V Series KDL-52V4100 52' LCD TV - KDL52V4100,"52' - ATSC, NTSC - 16:9 - 1920 x 1080 - HDTV","$1,599.00",Sony,682,208504345
1381,Sony 52' BRAVIA V-Series Black LCD Flat Panel HDTV - KDL52V4100,"Sony 52' BRAVIA V-Series 1080p LCD Flat Panel HDTV - KDL52V4100/ 1920 x 1080 Full HD Resolution/ Digital Media Extender (DMex)/ Advanced Contrast Enhancer (ACE)/ 24p True Cinema/ 25,000:1 Dynamic Contrast Ratio/ MPEG Noise Reduction/ 3D Comb Filter/ CineMotion Reverse 3:2 Pulldown Technology/ Black Finish",,,682,34895
1382,Sony 52' BRAVIA W-Series Black LCD Flat Panel HDTV - KDL52W4100,"Sony 52' BRAVIA W-Series Black LCD Flat Panel HDTV - KDL52W4100/ 1920 x 1080 Full HD Resolution/ DMex/ Motionflow 120Hz Technology/ Advanced Contrast Enhancer (ACE)/ BRAVIA Sync Technology/ 24p True Cinema/ 30,000:1 Dynamic Contrast Ratio/ 3D Comb Filter/ CineMotion Reverse 3:2 Pulldown Technology/ Black Finish",,,683,34897
1383,Sony BRAVIA W Series KDL-52W4100 52' LCD TV - KDL52W4100,52' - 16:9 - 1920 x 1080 - HDTV,"$1,998.72",Sony,683,208504421
1384,Sony Cyber-shot DSC-H50 Digital Camera - Black - DSCH50B,9.1 Megapixel - 16:9 - 2x Digital Zoom - 3' Active Matrix TFT Color LCD,$329.00,Sony,684,207959814
1385,Sony Black 9 Megapixel Cyber-Shot Digital Camera - DSCH50B,Sony Black 9 Megapixel Cyber-Shot Digital Camera - DSCH50B/ 9 Megapixels/ 3.0' Tilt-Up Clear Photo LCD Plus Display/ Carl Zeiss 15X Optical Zoom Lens/ 15 MB Internal Memory/ Versatile Long Distance Flash/ Smart Zoom/ In-Camera Red-Eye Correction/ Smile Shutter Technology/ Face Detection/ In-Camera Retouching/ Super SteadyShot Optical Image Stabilization/ Double Anti-Blur Solution/ HDTV Compatibility/ NightShot Infrared System/ Black Finish,,,684,34899
1386,Onkyo TXSR606 A/V Receiver,"Dolby Digital Plus, Dolby TrueHD, DTS-HD",$399.95,Onkyo,685,208294715
1387,Onkyo 7.1-Channel Home Theater Black Receiver - TXSR606B,Onkyo 7.1-Channel Home Theater Black Receiver - TXSR606B/ 90 Watts Per Channel Power Amplifier/ HDMI 1080i Upscaling Powered By Faroudja DCDi Edge/ TrueHD And DTS-HD Decoding/ HDMI v1.3a Repeater/ Optimum Gain Volume/ Audyssey Dynamic EQ/ Analog To HDMI Upconversion/ Music Optimizer/ AV Sync/ Black Finish,,,685,34901
1388,Sony Black 13.6 Megapixel Cyber-Shot Digital Camera - DSCW300,Sony Black 13.6 Megapixel Cyber-Shot Digital Camera - DSCW300/ 13.6 Megapixel/ Carl Zeiss 3X Optical Zoom Lens/ 2.7' Clear Photo LCD Display/ In-Camera Retouching/ 15 MB Internal Memory/ In-Camera Red-Eye Correction/ Super SteadyShot Optical Image Stabilization/ Double Anti-Blur Solution/ Black Finish,,,686,34904
1389,Sony Cyber-shot DSC-W300 Digital Camera,13.6 Megapixel - 16:9 - 3x Optical Zoom - 2x Digital Zoom - 2.7' Color LCD,$289.00,Sony,686,208294927
1390,Sony Black Camcorder Tripod - VCT80AV,Sony Black Camcorder Tripod - VCT80AV/ 3 Stage Leg Extension/ Extends From 24.88' To 65.88' In Height/ Guide Frame Feature/ Available Vertical Position/ For A/V Remote Connector/ Supplied Carrying Case/ Black Finish,$180.00,,687,34905
1391,Sony VCT-80AV Tripod - VCT80AV,Floor Standing Tripod - 24.8' to 65.75' Height - 8.8 lb Load Capacity,,Sony,687,207514568
1392,LG Black Freestanding Electric Range - LRE30757BK,LG Black Freestanding Electric Range - LRE30757BK/ 5.6 Cu. Ft. Capacity/ Dual Convection/ Self-Cleaning/ Touch Controls/ Ceramic Cooktop/ WideView Window/ Warming Drawer/ Interior Oven Light/ Black Finish,,,688,34926
1393,LG 5.6 cu.ft. Freestanding Electric Range,,,LG Electronics,688,208117932
1394,LG Stainless Steel Freestanding Electric Range - LRE30757SS,LG Stainless Steel Freestanding Electric Range - LRE30757SS/ 5.6 Cu. Ft. Capacity/ Dual Convection/ Self-Cleaning/ Touch Controls/ Ceramic Cooktop/ WideView Window/ Warming Drawer/ Interior Oven Light/ Stainless Steel Finish,,,689,34927
1395,LG 5.6 cu.ft. Freestanding Electric Range,,,LG Electronics,689,208117933
1396,LG 5.6 cu.ft. Freestanding Electric Range,,,LG Electronics,690,208117931
1397,LG 5.6 Cu. Ft. White Freestanding Electric Range - LRE30453WH,LG 5.6 Cu. Ft. White Freestanding Electric Range - LRE30453WH/ IntuiTouch Control System/ EvenJet Convection System/ 5.6 Cubic Capacity/ Wideview Oven Window/ 5 Radiant Elements/ 25 Heating Settings/ White Finish,,,690,34928
1398,LG 5.6 cu.ft. Freestanding Electric Range,,,LG Electronics,691,208117929
1399,LG 5.6 Cu. Ft. Black Freestanding Electric Range - LRE30453BK,LG 5.6 Cu. Ft. Black Freestanding Electric Range - LRE30453BK/ IntuiTouch Control System/ EvenJet Convection System/ 5.6 Cubic Capacity/ Wideview Oven Window/ 5 Radiant Elements/ 25 Heating Settings/ Black Finish,,,691,34934
1400,LG 22.6 Cu.Ft. Total Capacity,,,LG Electronics,692,208114670
1401,LG LFC23760ST 22.6 Cu. Ft. Stainless Steel French Door Bottom Freezer Refrigerator - LFC23760SS,LG LFC23760ST 22.6 Cu. Ft. Stainless Steel French Door Bottom Freezer Refrigerator - LFC23760SS/ 4 Split Tempered Glass Shelves/ Upfront Digital Temperature Controls/ 2 OptiBin Clear Humidity Crispers/ Multi-Air Flow Cooling/ IcePlus Accelerated Freezing Function/ LoDecibel Quiet Operation/ BioShield Anti-Bacterial Door Seal/ Pull-Out Freezer Drawer/ Stainless Steel Finish,,,692,34937
1402,Sony STR-DG820 A/V Receiver - STRDG820,"Dolby Digital, Dolby Pro Logic II, DTS 96/24, DTS Neo:6, Dolby Digital EX, Dolby Pro Logic IIx, Dolby Pro Logic, DTS-ES, Digital Cinema Sound, DTS",$318.72,Sony,693,208504307
1403,Sony 7.1 Channel Black A/V Receiver - STRDG820,"Sony 7.1 Channel Black A/V Receiver - STRDG820/ 770 Watts Total Power (110W x 7)/ Accepting Resolutions Up To 1080p Via HDMI/ Digital Cinema Auto Calibration/ BRAVIA Sync/ Digital Cinema Sound/ Dolby Digital, Dolby Digital EX, Dolby Pro Logic II, Dolby Pro Logic IIx, Dts, Dts-ES, Dts 96/24, Dts NEO:6 Decoding/ Black Finish",$399.00,,693,34941
1404,Samsung 67' Black Widescreen Series 7 LED DLP HDTV - HL67A750,"Samsung 67' Black Widescreen Series 7 LED DLP HDTV - HL67A750/ 1920 x 1080p Resolution/ 10,000:1 Contrast Ratio/ Digital Noise Reduction/ CinemaPure Color Engine/ Get The Full Effect Of 3D/ LED Backlight/ NTSC/ATSC/Clear QAM Built-In Tuners/ 60,000 Hours Lamp Life/ Black Finish",,,694,34944
1405,"Samsung HL-67A750 - 67' Widescreen 1080p DLP HDTV - 10,000:1 Contrast Ratio - HL67A750",,"$1,729.98",Samsung,694,208042977
1406,LG LFC25770SW 25.0 Cu. Ft. Smooth White French Door Bottom Freezer Refrigerator - LFC25770WH,LG LFC25770SW 25.0 Cu. Ft. Smooth White French Door Bottom Freezer Refrigerator - LFC25770WH/ 4 Slide Out Tempered Glass Shelves/ Internal LED Touch Pad Digital Temperature Controls/ 2 Humidity Crispers/ 4 Compartment Crisper System/ Multi Air Flow Cooling/ IcePlus Accelerated Freezing Function/ LoDecibel Quiet Operation/ BioShield Anti Bacterial Door Seal/ Pull Out Freezer Drawer/ Smooth White Finish,,,695,34945
1407,LG 25.0 Cu.Ft. Total Capacity,,,LG Electronics,695,208114674
1408,LG 25.0 Cu.Ft. Total Capacity,,,LG Electronics,696,208114672
1409,LG LFC25770SB 25.0 Cu. Ft. Smooth Black French Door Bottom Freezer Refrigerator - LFC25770BK,LG LFC25770SB 25.0 Cu. Ft. Smooth Black French Door Bottom Freezer Refrigerator - LFC25770BK/ 4 Slide Out Tempered Glass Shelves/ Internal LED Touch Pad Digital Temperature Controls/ 2 Humidity Crispers/ Multi Air Flow Cooling/ IcePlus Accelerated Freezing Function/ LoDecibel Quiet Operation/ BioShield Anti Bacterial Door Seal/ Pull Out Freezer Drawer/ Smooth Black Finish,,,696,34946
1410,LG LFC25770ST 25.0 Cu. Ft. Stainless Steel French Door Bottom Freezer Refrigerator - LFC25770SS,LG LFC25770ST 25.0 Cu. Ft. Stainless Steel French Door Bottom Freezer Refrigerator - LFC25770SS/ 4 Slide Out Tempered Glass Shelves/ Internal LED Touch Pad Digital Temperature Controls/ 2 Humidity Crispers/ Multi-Air Flow Cooling/ IcePlus Accelerated Freezing Function/ LoDecibel Quiet Operation/ BioShield Anti-Bacterial Door Seal/ Pull-Out Freezer Drawer/ Stainless Steel Finish,,,697,34947
1411,LG 25.0 Cu.Ft. Total Capacity,,,LG Electronics,697,208114673
1412,LG 25.0 Cu. Ft. Titanium French Door Bottom Freezer Refrigerator - LFC25770TT,LG 25.0 Cu. Ft. Titanium French Door Bottom Freezer Refrigerator - LFC25770TT/ 4 Slide Out Tempered Glass Shelves/ Internal LED Touch Pad Digital Temperature Controls/ 2 Humidity Crispers/ Multi-Air Flow Cooling/ IcePlus Accelerated Freezing Function/ LoDecibel Quiet Operation/ BioShield Anti-Bacterial Door Seal/ Pull-Out Freezer Drawer/ Titanium Finish,,,698,34948
1413,LG 25.0 Cu.Ft. Total Capacity,,,LG Electronics,698,208114675
1414,Plantronics .Audio 920 Wireless Earset - 78592-01,PLANTRONICS 920 .AUDIO DIGITAL USB PC HEADSET,,Plantronics,699,207383660
1415,Plantronics .Audio 920 Bluetooth Headset - AUDIO920,Plantronics .Audio 920 Bluetooth Headset - AUDIO920/ Switch Between Mobile Phone & PC/ Multipoint Technology/ Skype Ready/ Noise Canceling Microphone/ Wind Screen/ 100% Plug & Play/ Dark Grey Finish,,,699,34959
1416,Sony Weather Shower CD Clock Radio - ICFCD73W,Sony Weather Shower CD Clock Radio - ICFCD73W/ AM/FM/Weather Band/ Splash Resistant/ 5 Direct Access Buttons/ Shuttle Dial Operation/ LCD Display/ Digital Clock/ Hanging Strap,,,700,34960
1417,Sony ICF-CD73W AM/FM/Weather Shower CD Clock Radio (White),,$68.96,Sony,700,208455896
1418,LG 25 CF Refrigerator 3 Door White Tall,,,LG Electronics,701,208114683
1419,LG LFX25971SW 24.7 Cu. Ft. Smooth White French Door Bottom Freezer Refrigerator - LFX25971WH,LG LFX25971SW 24.7 Cu. Ft. Smooth White French Door Bottom Freezer Refrigerator - LFX25971WH/ 3 Slide Out Tempered Glass Shelves/ Digital LED Display/ SmoothTouch Digital Temperature Controls/ 2 Humidity Crispers/ Multi-Air Flow Cooling/ IcePlus Accelerated Freezing Function/ LoDecibel Quiet Operation/ BioShield Anti-Bacterial Door Seal/ Pull-Out Freezer Drawer/ Smooth White Finish,,,701,34961
1420,LG 25 Cu. Ft. Ice & Water Dispensing,,,LG Electronics,702,208114681
1421,LG LFX25971SB 24.7 Cu. Ft. Smooth Black French Door Bottom Freezer Refrigerator - LFX25971BK,LG LFX25971SB 24.7 Cu. Ft. Smooth Black French Door Bottom Freezer Refrigerator - LFX25971BK/ 3 Slide Out Tempered Glass Shelves/ Digital LED Display/ SmoothTouch Digital Temperature Controls/ 2 Humidity Crispers/ Multi-Air Flow Cooling/ IcePlus Accelerated Freezing Function/ LoDecibel Quiet Operation/ BioShield Anti-Bacterial Door Seal/ Pull-Out Freezer Drawer/ Smooth Black Finish,,,702,34962
1422,LG 24.7 cu. ft. Stainless Steel French Door Bottom Mount Refrigerator,,,LG Electronics,703,208114682
1423,LG LFX25971ST 24.7 Cu. Ft. Stainless Steel French Door Bottom Freezer Refrigerator - LFX25971SS,LG LFX25971ST 24.7 Cu. Ft. Stainless Steel French Door Bottom Freezer Refrigerator - LFX25971SS/ 3 Slide Out Tempered Glass Shelves/ Digital LED Display/ SmoothTouch Digital Temperature Controls/ 2 Humidity Crispers/ Multi-Air Flow Cooling/ IcePlus Accelerated Freezing Function/ LoDecibel Quiet Operation/ BioShield Anti-Bacterial Door Seal/ Pull-Out Freezer Drawer/ Stainless Steel Finish,,,703,34963
1424,Samsung MiniDV Digital Camcorder - SCDC382,Samsung MiniDV Digital Camcorder - SCDC382/ 680K Pixel CCD/ 34X Zoom Lens/ 720 x 480 Pixel Movie Resolution/ Digital Image Stabilizer/ 23 Language Options/ 80 Minute Battery Life,,,704,34966
1425,Samsung SC-D382 Digital Camcorder,Samsung SC-D382 Mini DV Camcorder,$128.96,Samsung,704,207965387
1426,Sony ICF-S79W Weather Band Digital Shower Radio - ICFS79W,,$42.00,Sony,705,209297152
1427,Sony Splash Resistant Shower Radio - ICFS79W,Sony Multi Band Digital Tuner Shower Radio - ICFS79W/ Splash Resistant/ AM/FM/Weather Band Reception/ Easy One Button Weather Band Select/ Built-In Digital Clock/ Selectable Automatic-Off Timer/ Quartz Synthesized Tuner/ Built-In Antennas,$49.00,,705,34968
1428,LG 32LG30 - 32' Widescreen 720p LCD HDTV - 12000:1 Dynamic Contrast Ratio - 8ms Response Time,,,LG Electronics,706,208294720
1429,LG 32' Black LCD Flat Panel HDTV - 32LG30,"LG 32' Black LCD Flat Panel HDTV - 32LG30/ 1366 x 768 Resolution/ 12,000:1 Dynamic Contrast Ratio/ Clear Voice Technology/ Invisible Speaker System/ LG Simplink/ 8ms Response Time/ XD Engine/ Black Finish",,,706,34969
1430,Onkyo HTS5100 Home Theater System - HTS5100B,", A/V Receiver, 7.1 Speakers - 1200W RMS - Dolby Pro Logic IIx, Dolby Digital, Dolby Digital EX, DTS, DTS-ES, DTS Neo:6, DTS 96/24 - Black",$478.72,Onkyo,707,208504300
1431,Onkyo Black 7.1-Channel Home Theater System - HTS5100B,Onkyo HTS5100 Black 7.1-Channel Home Theater System - HTS5100B/ Connect Up To 3 HDMI-Enabled Sources/ Audio Playback From Your iPod/ Music Optimizer/ Corrects Room Distortion/ Compatible With Sirius Satellite Radio/ 4 Digital Inputs/ Advanced 32-Bit Processing DSP Chip/ Double Bass Function/ iPod Dock Included/ Black Finish,,,707,34976
1432,Sony 32' BRAVIA M-Series Gloss Black LCD Flat Panel HDTV - KDL32M4000,"Sony 32' BRAVIA M-Series Gloss Black LCD Flat Panel HDTV - KDL32M4000/ 1366 x 768 Resolution/ 9,000:1 Dynamic Contrast Ratio/ Advanced Contrast Enhancer (ACE)/ ATSC/NTSC Tuner With QAM/ 3D Comb Filter/ BRAVIA Theatre Sync/ Clean Wire Management/ Gloss Black Finish",,,708,34981
1433,Sony BRAVIA M Series KDL-32M4000 32' LCD TV - KDL32M4000,"32' - ATSC, NTSC - 16:9 - 1366 x 768 - HDTV",$639.95,Sony,708,208504339
1434,Samsung 50' Widescreen Plasma HDTV - PN50A650,"Samsung 50' Widescreen Plasma HDTV - PN50A650/ Touch Of Color/ Ultra FilterBright Anti Glare Technology/ 1,000,000:1 Dynamic Contrast Ratio/ Picture-In-Picture/ Anti-Burn-In Technology/ Sports/Game/Movie Modes/ Single Integrated User Interface With Wheel-Key Remote/ ATSC/NTSC/Clear QA Tuners",,,709,34998
1435,"Samsung PN50A650 50' 1080p Plasma HDTV - 1,000,000:1 Dynamic Contrast Ratio - Anti Burn-in Technology",,"$1,699.98",Samsung,709,208079230
