id,title,authors,venue,year,group_id,original_id
2130,Quasi-Cubes: Exploiting Approximations in Multidimensional Databases,"Daniel Barbará, Mark Sullivan",SIGMOD Record,1997,1065.0,journals/sigmod/BarbaraS97
2131,OGDI: Toward Interoperability among Geospatial Databases,"Denis Gouin, Henry Kucera, Christian Larouche, Gilles Clement, Paul Morin",SIGMOD Record,1997,1066.0,journals/sigmod/ClementLGMK97
2132,OGDI: toward interoperability among geospatial databases,"Gilles Cl&#233;ment, Christian Larouche, Denis Gouin, Paul Morin, Henry Kucera",ACM SIGMOD Record ,1997,1066.0,262765
2133,Report on DART '96: databases: active and real-time (concepts meet practice),"Krithi Ramamritham, Nandit Soparkar",ACM SIGMOD Record ,1997,1067.0,262769
2134,Report on DART '96: Databases: Active and Real-Time (Concepts meet Practice),"Nandit Soparkar, Krithi Ramamritham",SIGMOD Record,1997,1067.0,journals/sigmod/RamamrithamS97
2135,Lore: a database management system for semistructured data,"Jason McHugh, Serge Abiteboul, Roy Goldman, Dallas Quass, Jennifer Widom",ACM SIGMOD Record ,1997,1068.0,262770
2136,Lore: A Database Management System for Semistructured Data,"Roy Goldman, Serge Abiteboul, Jennifer Widom, Dallan Quass, Jason McHugh",SIGMOD Record,1997,1068.0,journals/sigmod/McHughAGQW97
2137,"Research in Databases and Data-Intensive Applications - Computer Science Department and FZI, University of Karlsruhe","Birgitta König-Ries, Peter C. Lockemann",SIGMOD Record,1997,1069.0,journals/sigmod/Konig-RiesL97
2138,"Research in databases and data-intensive applications: Computer Science Dept. and FIZ, University of Karlsruhe","Brigitta K&#246;nig-Ries, Peter C. Lockermann",ACM SIGMOD Record ,1997,1069.0,262771
2139,Data management for earth system science,"James Frew, Jeff Dozier",ACM SIGMOD Record ,1997,1070.0,248609
2140,Data Management for Earth System Science,"James Frew, Jeff Dozier",SIGMOD Record,1997,1070.0,journals/sigmod/FrewD97
2141,A Consumer Viewpoint on Mediator Languages - a Proposal for a Standard,"Eric Hughes, Leonard J. Seligman, Arnon Rosenthal, Scott Renner",SIGMOD Record,1997,1071.0,journals/sigmod/RosenthalHRS97
2142,A consumer viewpoint on Mediator languages-a proposal for a standard,"Arnon Rosenthal, Erich Hughes, Scott Renner, Len Seligman",ACM SIGMOD Record ,1997,1071.0,248612
2143,Converting Relational to Object-Oriented Databases,Joseph Fong,SIGMOD Record,1997,1072.0,journals/sigmod/Fong97
2144,Converting relational to object-oriented databases,Joseph Fong,ACM SIGMOD Record ,1997,1072.0,248614
2145,Extraction of object-oriented structures from existing relational databases,"Shekar Ramanathan, Julia Hodges",ACM SIGMOD Record ,1997,1073.0,248615
2146,Extraction of Object-Oriented Structures from Existing Relational Databases,"Julia E. Hodges, Shekar Ramanathan",SIGMOD Record,1997,1073.0,journals/sigmod/RamanathanH97
2147,An Overview of Data Warehousing and OLAP Technology,"Surajit Chaudhuri, Umeshwar Dayal",SIGMOD Record,1997,1074.0,journals/sigmod/ChaudhuriD97
2148,An overview of data warehousing and OLAP technology,"Surajit Chaudhuri, Umeshwar Dayal",ACM SIGMOD Record ,1997,1074.0,248616
2149,Integrating modelling systems for environmental management information systems,"David J. Abel, Kerry Taylor, Dean Kun",ACM SIGMOD Record ,1997,1075.0,248605
2150,Integrating Modelling Systems for Environmental Management Information Systems,"David J. Abel, Dean Kuo, Kerry L. Taylor",SIGMOD Record,1997,1075.0,journals/sigmod/AbelTK97
2151,Improving Access to Environmental Data Using Context Information,"Anthony Tomasic, Eric Simon",SIGMOD Record,1997,1076.0,journals/sigmod/TomasicS97
2152,Improving access to environmental data using context information,"Anthony Tomasic, Eric Simon",ACM SIGMOD Record ,1997,1076.0,248606
2153,WWW-UDK: A Web-based Environmental Meta-Information System,"Rudolf Legat, Arne Koschel, Andree Keitel, Ralf Kramer, Claudia Rolker, Ralf Nikolai, Peter C. Lockemann, Konrad Zirm",SIGMOD Record,1997,1077.0,journals/sigmod/KramerNKRLKLZ97
2154,WWW-UDK: a web-based environmental meta-information system,"Ralf Kramer, Ralf Nicholai, Arne Koschel, Claudia Rolker, Peter Lockemann, Andree Keitel, Rudolf Legat, Konrad Tirm",ACM SIGMOD Record ,1997,1077.0,248607
2155,Management of Data and Services in the Environmental Information System (UIS) of Baden-Württemberg,"Wolf-Fritz Riekert, Roland Mayer-Föll, Gerlinde Wiest",SIGMOD Record,1997,1078.0,journals/sigmod/RiekertMW97
2156,UIS-management of data and services in the environmental information systems of Baden-W&#252;rttemberg,"Wolf-Fritz Riekert, Roland Mayer-F&#246;ll, Gerlinde Wiest",ACM SIGMOD Record ,1997,1078.0,248608
2157,Open GIS and on-line environmental libraries,Kenn Gardels,ACM SIGMOD Record ,1997,1079.0,248610
2158,Open GIS and On-Line Environmental Libraries,Kenn Gardels,SIGMOD Record,1997,1079.0,journals/sigmod/Gardels97
2159,Min-max compression methods for medical image databases,"Kosmas Karadimitriou, John M. Tyler",ACM SIGMOD Record ,1997,1080.0,248613
2160,Min-Max Compression Methods for Medical Image Databases,"John M. Tyler, Kosmas Karadimitriou",SIGMOD Record,1997,1080.0,journals/sigmod/KaradimitriouT97
2161,Query Previews for Networked Information Systems: A Case Study with NASA Environmental Data,"Khoa Doan, Catherine Plaisant, Ben Shneiderman, Tom Bruns",SIGMOD Record,1997,1081.0,journals/sigmod/DoanPSB97
2162,Query previews for networked information systems: a case study with NASA environmental data,"Khoa Doan, Catherine Plaisant, Ben Shneiderman, Tom Bruns",ACM SIGMOD Record ,1997,1081.0,248617
2163,Opportunities in Information Management and Assurance,Xiaolei Qian,SIGMOD Record,1997,1082.0,journals/sigmod/Qian97
2164,Opportunities in information management and assurance,Xiaolei Qian,ACM SIGMOD Record ,1997,1082.0,248618
2165,"A Response to R. Camps' Article ``Domains, Relations and Religious Wars''",C. J. Date,SIGMOD Record,1996,1083.0,journals/sigmod/Date96
2166,"A response to R. Camps' article Domains, relations and religious wars",C. J. Date,ACM SIGMOD Record ,1996,1083.0,245885
2167,Dynamic information visualization,Yannis E. Ioannidis,ACM SIGMOD Record ,1996,1084.0,245890
2168,Dynamic Information Visualization,Yannis E. Ioannidis,SIGMOD Record,1996,1084.0,journals/sigmod/Ioannidis96
2169,A Framework for Information Visualisation,"Peter J. Barclay, Kenneth J. Mitchell, Jessie B. Kennedy",SIGMOD Record,1996,1085.0,journals/sigmod/KennedyMB96
2170,A framework for information visualisation,"Jessie B. Kennedy, Kenneth J. Mitchell, Peter J. Barclay",ACM SIGMOD Record ,1996,1085.0,245895
2171,Applying database Visualization to the World Wide Web,"Alberto O. Mendelzon, Dimitra Vista, Masum Z. Hasan",SIGMOD Record,1996,1086.0,journals/sigmod/HasanMV96
2172,Applying database visualization to the World Wide Web,"Masum Z. Hasan, Alberto O. Mendelzon, Dimitra Vista",ACM SIGMOD Record ,1996,1086.0,245900
2173,3D geographic network displays,"Kenneth C. Cox, Stephen G. Eick, Taosong He",ACM SIGMOD Record ,1996,1087.0,245901
2174,3D Geographic Network Displays,"Taosong He, Stephen G. Eick, Kenneth C. Cox",SIGMOD Record,1996,1087.0,journals/sigmod/CoxEH96
2175,An orthogonally persistent Java,"M. P. Atkinson, L. Dayn&#232;s, M. J. Jordan, T. Printezis, S. Spence",ACM SIGMOD Record ,1996,1088.0,245905
2176,An Orthogonally Persistent Java,"Mick J. Jordan, Susan Spence, Laurent Daynès, Malcolm P. Atkinson, Tony Printezis",SIGMOD Record,1996,1088.0,journals/sigmod/AtkinsonDJPS96
2177,"In reply to Domains, relations and religious wars",Hugh Darwen,ACM SIGMOD Record ,1996,1089.0,245886
2178,"In Reply to Domains, relations and Religious Wars",Hugh Darwen,SIGMOD Record,1996,1089.0,journals/sigmod/Darwen96
2179,The Aggregate Data Problem: A System for their Definition and Management,"Leonardo Tininini, Antonia Bezenchek, Maurizio Rafanelli",SIGMOD Record,1996,1090.0,journals/sigmod/RafanelliBT96
2180,The aggregate data problem: a system for their definition and management,"M. Rafanelli, A. Bezenchek, L. Tininini",ACM SIGMOD Record ,1996,1090.0,245887
2181,Incremental data Structures and Algorithms for Dynamic Query Interfaces,"Ben Shneiderman, Richard Beigel, Egemen Tanin",SIGMOD Record,1996,1091.0,journals/sigmod/TaninBS96
2182,Incremental data structures and algorithms for dynamic query interfaces,"Egemen Tanin, Richard Beigel, Ben Shneiderman",ACM SIGMOD Record ,1996,1091.0,245891
2183,Spotfire: An Information Exploration Environment,Christopher Ahlberg,SIGMOD Record,1996,1092.0,journals/sigmod/Ahlberg96
2184,Spotfire: an information exploration environment,Christopher Ahlberg,ACM SIGMOD Record ,1996,1092.0,245893
2185,Pixel-oriented database visualizations,Daniel A. Keim,ACM SIGMOD Record ,1996,1093.0,245896
2186,Pixel-oriented Database Visualizations,Daniel A. Keim,SIGMOD Record,1996,1093.0,journals/sigmod/Keim96
2187,To Table or Not to Table: a Hypertabular Answer,"Giuseppe Santucci, Laura Tarantino",SIGMOD Record,1996,1094.0,journals/sigmod/SantucciT96
2188,To table or not to table: a hypertabular answer,"Giuseppe Santucci, Laura Tarantino",ACM SIGMOD Record ,1996,1094.0,245898
2189,Report from the NSF workshop on workflow and process automation in information systems,"Amit Sheth, Dimitrios Georgakopoulos, Stef M. M. Joosten, Marek Rusinkiewicz, Walt Scacchi, Jack Wileden, Alexander L. Wolf",ACM SIGMOD Record ,1996,1095.0,245903
2190,Report from the NSF Workshop on Workflow and Process Automation in Information Systems,"Dimitrios Georgakopoulos, Stef Joosten, Marek Rusinkiewicz, Alexander L. Wolf, Walt Scacchi, Amit P. Sheth, Jack C. Wileden",SIGMOD Record,1996,1095.0,journals/sigmod/ShethGJRSWW96
2191,The Mariposa Distributed Database Management System,Jeff Sidell,SIGMOD Record,1996,1096.0,journals/sigmod/Sidell96
2192,The Mariposa distributed database management system,Jeff Sidell,ACM SIGMOD Record ,1996,1096.0,245906
2193,New standard for stored procedures in SQL,Andrew Eisenberg,ACM SIGMOD Record ,1996,1097.0,245907
2194,New Standard for Stored Procedures in SQL,Andrew Eisenberg,SIGMOD Record,1996,1097.0,journals/sigmod/Eisenberg96
2195,"TCP-D - The Challenges, Issues and Results",Ramesh Bhashyam,SIGMOD Record,1996,1098.0,journals/sigmod/Bhashyam96
2196,"TPC-D-the challenges, issues and results",Ramesh Bhashyam,ACM SIGMOD Record ,1996,1098.0,245908
2197,New Programs at DARPA and NSF,Xiaolei Qian,SIGMOD Record,1996,1099.0,journals/sigmod/Qian96b
2198,New programs at DARPA and NSF,Xiolai Qian,ACM SIGMOD Record ,1996,1099.0,245909
2199,"Domains, Relations and Religious Wars",Rafael Camps,SIGMOD Record,1996,1100.0,journals/sigmod/Camps96
2200,"Domains, relations and religious wars",R. Camps,ACM SIGMOD Record ,1996,1100.0,234890
2201,Guidelines for presentation and comparison of indexing techniques,"Justin Zobel, Alistair Moffat, Kotagiri Ramamohanarao",ACM SIGMOD Record ,1996,1101.0,234891
2202,Guidelines for Presentation and Comparison of Indexing Techniques,"Kotagiri Ramamohanarao, Alistair Moffat, Justin Zobel",SIGMOD Record,1996,1101.0,journals/sigmod/ZobelMR96
2203,Control strategies for complex relational query processing in shared nothing systems,"Lionel Brunie, Harald Kosch",ACM SIGMOD Record ,1996,1102.0,234895
2204,Control Strategies for Complex Relational Query Processing in Shared Nothing Systems,"Lionel Brunie, Harald Kosch",SIGMOD Record,1996,1102.0,journals/sigmod/BrunieK96
2205,The active database management system manifesto: a rulebase of ADBMS features,Corporate Act-Net Consortium,ACM SIGMOD Record ,1996,1103.0,234896
2206,ACT-NET - The Active Database Management System Manifesto: A Rulebase of ADBMS Features,?,SIGMOD Record,1996,1103.0,journals/sigmod/ACT-NET96
2207,Much Ado About Shared-Nothing,"Michael G. Norman, Peter Thanisch, Thomas Zurek",SIGMOD Record,1996,1104.0,journals/sigmod/NormanZT96
2208,Much ado about shared-nothing,"Michael G. Norman, Thomas Zurek, Peter Thanisch",ACM SIGMOD Record ,1996,1104.0,234892
2209,On the cost of monitoring and reorganization of object bases for clustering,"Carsten A. Gerlhof, Alfons Kemper, Guido Moerkotte",ACM SIGMOD Record ,1996,1105.0,234893
2210,On the Cost of Monitoring and Reorganization of Object Bases for Clustering,"Guido Moerkotte, Alfons Kemper, Carsten Andreas Gerlhof",SIGMOD Record,1996,1105.0,journals/sigmod/GerlhofKM96
2211,Open issues in parallel query optimization,"Waqar Hasan, Daniela Florescu, Patrick Valduriez",ACM SIGMOD Record ,1996,1106.0,234894
2212,Open Issues in Parallel Query Optimization,"Waqar Hasan, Patrick Valduriez, Daniela Florescu",SIGMOD Record,1996,1106.0,journals/sigmod/HasanFV96
2213,Report on first international workshop on real-time database systems,"Azer Bestavros, Kwei-Jay Lin, Sang Son",ACM SIGMOD Record ,1996,1107.0,234897
2214,Report on First International Workshop on Real-Time Database Systems,"Sang Hyuk Son, Kwei-Jay Lin, Azer Bestavros",SIGMOD Record,1996,1107.0,journals/sigmod/BestavrosLS96
2215,The BeSS Object Storage Manager: Architecture Overview,"Alexandros Biliris, Euthimios Panagos",SIGMOD Record,1996,1108.0,journals/sigmod/BilirisP96
2216,BeSS object storage manager: architecture overview,"Alexandros Biliris, Euthimios Panagos",ACM SIGMOD Record ,1996,1108.0,234898
2217,Middle East Technical University Software Research and Development Center,Asuman Dogac,SIGMOD Record,1996,1109.0,journals/sigmod/Dogac96
2218,Middle East Technical University Software Research and Development Center,Asuman Dogac,ACM SIGMOD Record ,1996,1109.0,234900
2219,"OLAP, relational, and multidimensional database systems",George Colliat,ACM SIGMOD Record ,1996,1110.0,234901
2220,"OLAP, Relational, and Multidimensional Database Systems",George Colliat,SIGMOD Record,1996,1110.0,journals/sigmod/Colliat96
2221,UniSQL's next-generation object-relational database management system,"Albert D'Andrea, Phil Janus",ACM SIGMOD Record ,1996,1111.0,234902
2222,UniSQL's Next-Generation Object-Relational Database Management System,"Phil Janus, Albert D'Andrea",SIGMOD Record,1996,1111.0,journals/sigmod/DAndreaJ96
2223,Scientist's Called Upon to Take Actions,Xiaolei Qian,SIGMOD Record,1996,1112.0,journals/sigmod/Qian96a
2224,Scientists called upon to take actions,Xiaolei Qian,ACM SIGMOD Record ,1996,1112.0,234903
2225,Advances in real-time database systems research,Azer Bestavros,ACM SIGMOD Record ,1996,1113.0,381860
2226,Advances in Real-Time Database Systems Research,Azer Bestavros,SIGMOD Record,1996,1113.0,journals/sigmod/Bestavros96
2227,Exploiting Main Memory DBMS Features to Improve Real-Time Concurrency Control Protocols,"Özgür Ulusoy, Alejandro P. Buchmann",SIGMOD Record,1996,1114.0,journals/sigmod/UlusoyB96
2228,Exploiting main memory DBMS features to improve real-time concurrency control protocols,"&#214;zg&#252;r Ulusoy, Alejandro Buchmann",ACM SIGMOD Record ,1996,1114.0,381876
2229,Enhancing External Consistency in Real-Time Transactions,"Shing-Shan Peng, Kwei-Jay Lin",SIGMOD Record,1996,1115.0,journals/sigmod/LinP96
2230,Enhancing external consistency in real-time transactions,"Kwei-Jay Lin, Ching-Shan Peng",ACM SIGMOD Record ,1996,1115.0,381878
2231,DeeDS towards a distributed and active real-time database system,"S. F. Andler, J. Hansson, J. Eriksson, J. Mellin, M. Berndtsson, B. Eftring",ACM SIGMOD Record ,1996,1116.0,381881
2232,DeeDS Towards a Distributed and Active Real-Time Database System,"Joakim Eriksson, Jonas Mellin, Sten Andler, Mikael Berndtsson, Bengt Eftring, Jörgen Hansson",SIGMOD Record,1996,1116.0,journals/sigmod/AndlerHEMBE96
2233,Database research: achievements and opportunities into the 1st century,"Avi Silberschatz, Mike Stonebraker, Jeff Ullman",ACM SIGMOD Record ,1996,1117.0,381886
2234,Database Research: Achievements and Opportunities Into the 21st Century,"Jeffrey D. Ullman, Abraham Silberschatz, Michael Stonebraker",SIGMOD Record,1996,1117.0,journals/sigmod/SilberschatzSU96
2235,"Database research at the Indian Institute of Technology, Bombay","D. B. Phatak, N. L. Sarda, S. Seshadri, S. Sudarshan",ACM SIGMOD Record ,1996,1118.0,381897
2236,"Database Research at the Indian Institute of Technology, Bombay","S. Seshadri, Nandlal L. Sarda, D. B. Phatak, S. Sudarshan",SIGMOD Record,1996,1118.0,journals/sigmod/PhatakSSS96
2237,"Integrating Temporal, Real-Time, and Active Databases","John A. Stankovic, Krithi Ramamritham, Ming Xiong, Rajendran M. Sivasankaran, Donald F. Towsley",SIGMOD Record,1996,1119.0,journals/sigmod/RamamrithamSSTX96
2238,"Integrating temporal, real-time, an active databases","Krithi Ramamritham, Raju Sivasankaran, John A. Stankovic, Don T. Towsley, Ming Xiong",ACM SIGMOD Record ,1996,1119.0,381868
2239,Real-time index concurrency control,"Jayant R. Haritsa, S. Seshadri",ACM SIGMOD Record ,1996,1120.0,381870
2240,Real-Time Index Concurrency Control,"S. Seshadri, Jayant R. Haritsa",SIGMOD Record,1996,1120.0,journals/sigmod/HaritsaS96
2241,Real-Time Database - Similarity Semantics and Resource Scheduling,"Tei-Wei Kuo, Aloysius K. Mok",SIGMOD Record,1996,1121.0,journals/sigmod/KuoM96
2242,Real-time database - similarity and resource scheduling,"Tei-Wei Kuo, Aloysius K. Mok",ACM SIGMOD Record ,1996,1121.0,381873
2243,Improving timeliness in real-time secure database systems,"Sang H. Son, Rasikan David, Bhavani Thuraisingham",ACM SIGMOD Record ,1996,1122.0,381879
2244,Improving Timeliness in Real-Time Secure Database Systems,"Sang Hyuk Son, Rasikan David, Bhavani M. Thuraisingham",SIGMOD Record,1996,1122.0,journals/sigmod/SonDT96
2245,Overview of the STanford Real-time Information Processor (STRIP),"Brad Adelberg, Ben Kao, Hector Garcia-Molina",ACM SIGMOD Record ,1996,1123.0,381882
2246,Overview of the STanford Real-time Information Processor (STRIP),"Brad Adelberg, Ben Kao, Hector Garcia-Molina",SIGMOD Record,1996,1123.0,journals/sigmod/AdelbergKG96
